486-1252:[(0, 1, 2), (2, 0, 0, 0), 'c'] --> 0.3266962372800632
486-1253:[(1, 0, 0), (2, 0, 2, 0), 'ct'] --> 0.027559288198501872
486-1254:[(2, 0, 0), (1, 0, 2, 0), 'n'] --> 0.3064158753677718
