486-1252:[(0, 1, 0), (0, 0, 0, 0), 'n'] --> 1.118033988749895
486-1253:[(0, 0, 2), (2, 0, 2, 0), 'c'] --> 0.9077752631246296
486-1254:[(2, 0, 2), (2, 0, 2, 0), 't'] --> 0.9049366821165338
